CustomerID,Age,Gender,Location,Income,PurchaseFrequency,Recency,TotalSpend,WebsiteVisits,CampaignResponse
C0476,33,Male,Urban,48704,5,78,3424.13,28,0
C0477,30,Male,Urban,80427,5,178,2536.37,18,1
C0478,67,Female,Rural,101768,3,27,3270.92,15,1
C0479,59,Female,Suburban,28280,7,120,1492.08,15,1
C0480,47,Female,Urban,22401,3,281,874.56,19,0
C0481,36,Male,Urban,97419,0,999,0.0,1,1
C0482,34,Female,Suburban,67792,6,196,4836.1,13,0
C0483,36,Male,Urban,42634,6,277,1726.54,24,0
C0484,45,Male,Rural,70692,4,18,3100.23,24,0
C0485,43,Female,Rural,20000,5,295,1335.69,13,0
C0486,54,Female,Suburban,60067,9,271,6785.0,16,0
C0487,43,Female,Rural,66556,5,53,4169.54,9,0
C0488,40,Female,Urban,78485,4,294,3195.42,16,0
C0489,26,Female,Rural,39722,3,52,1657.3,5,0
C0490,29,Female,Suburban,61713,6,216,4029.01,10,0
C0491,18,Male,Suburban,41491,2,72,1176.28,11,0
C0492,18,Male,Urban,65107,6,28,4088.16,12,1
C0493,64,Male,Rural,42093,6,252,2540.65,20,0
C0494,51,Male,Urban,51837,6,35,2246.68,27,0
C0495,49,Female,Urban,40083,5,201,2093.91,18,1
C0496,65,Female,Urban,73022,3,249,1403.3,8,0
C0497,42,Male,Suburban,77169,4,99,4227.9,13,0
C0498,57,Male,Suburban,55307,4,308,2601.4,4,1
C0499,62,Female,Suburban,60764,5,140,4537.96,24,1
C0500,18,Male,Rural,31028,4,83,734.86,10,0
C0501,33,Female,Urban,54006,4,48,1600.03,13,0
C0502,56,Female,Suburban,58995,5,278,4062.27,19,1
C0503,22,Female,Urban,112415,5,248,5032.0,23,0
C0504,39,Female,Rural,37760,5,177,1824.38,10,0
C0505,46,Female,Rural,89283,7,52,8503.82,22,0
C0506,20,Male,Suburban,79937,3,79,2450.44,16,0
C0507,29,Female,Suburban,65612,2,322,910.01,15,0
C0508,43,Female,Urban,95172,4,64,5299.29,12,1
C0509,33,Male,Urban,67442,4,8,1432.63,4,0
C0510,68,Female,Rural,67783,6,214,5675.05,24,0
C0511,54,Female,Urban,58937,3,25,973.38,12,0
C0512,39,Female,Urban,84471,5,256,4924.02,8,0
C0513,46,Female,Urban,81929,5,243,2341.86,17,0
C0514,31,Female,Rural,47486,5,198,2863.91,20,1
C0515,45,Female,Urban,33615,5,94,897.47,24,1
C0516,22,Female,Urban,55940,3,207,2252.91,11,0
C0517,64,Female,Suburban,43999,10,15,4250.06,40,0
C0518,66,Female,Rural,58729,5,178,1742.65,13,0
C0519,47,Female,Urban,84748,4,75,4091.02,21,1
C0520,63,Female,Urban,50853,4,104,2012.33,12,0
C0521,69,Male,Urban,59143,7,294,2860.54,34,1
C0522,22,Female,Urban,61160,3,168,946.16,16,0
C0523,29,Female,Urban,76968,6,115,4239.39,12,0
C0524,33,Male,Suburban,20000,2,39,234.25,8,0
C0525,43,Female,Suburban,47865,4,364,1137.6,9,0
C0526,43,Male,Suburban,64225,4,273,1971.27,16,1
C0527,65,Male,Urban,84001,4,135,3798.39,14,0
C0528,38,Female,Rural,50161,8,232,4132.91,38,0
C0529,56,Male,Urban,22468,5,39,639.2,15,0
C0530,53,Female,Rural,72394,8,291,8504.45,17,0
C0531,50,Female,Suburban,47292,5,307,3280.1,11,0
C0532,47,Female,Urban,36206,7,47,1924.2,10,0
C0533,54,Male,Suburban,47513,8,36,2365.53,34,0
C0534,40,Male,Urban,56309,3,320,2436.61,14,0
C0535,27,Female,Suburban,47905,4,95,1841.74,13,0
C0536,22,Other,Urban,20000,6,361,973.4,16,0
C0537,53,Female,Urban,77941,4,13,3087.58,10,0
C0538,51,Male,Rural,85497,4,146,4352.63,22,0
C0539,69,Female,Urban,73030,6,65,2928.73,22,0
C0540,48,Female,Rural,37246,2,228,944.18,7,0
C0541,27,Female,Urban,55970,4,242,2797.26,6,0
C0542,36,Male,Suburban,59869,2,8,1244.49,5,0
C0543,49,Female,Suburban,71975,8,304,7864.52,9,0
C0544,18,Female,Suburban,73366,7,341,3246.45,28,0
C0545,22,Other,Urban,45316,2,43,992.85,10,0
C0546,62,Male,Urban,61639,5,244,2925.83,21,1
C0547,21,Female,Urban,69145,6,181,3826.31,24,0
C0548,33,Female,Urban,89116,7,85,4694.57,7,0
C0549,41,Male,Suburban,74090,7,155,4523.9,8,0
C0550,33,Female,Rural,75781,7,275,3226.04,36,0
C0551,19,Female,Rural,61676,6,23,2781.34,28,0
C0552,66,Male,Suburban,88209,5,115,3404.71,13,1
C0553,45,Male,Suburban,68195,5,306,4162.17,27,0
C0554,49,Female,Suburban,42778,8,299,1877.27,37,0
C0555,44,Male,Urban,88067,7,99,7096.74,28,0
C0556,37,Female,Rural,73958,4,104,2134.16,25,0
C0557,41,Male,Suburban,51139,5,51,1487.79,14,0
C0558,29,Female,Suburban,50410,8,362,3229.49,32,1
C0559,67,Male,Urban,65931,5,112,2388.26,11,1
C0560,52,Female,Urban,69263,2,244,1457.34,11,0
C0561,50,Other,Urban,63945,3,169,1644.75,10,1
C0562,50,Other,Rural,66226,7,72,6796.08,14,0
C0563,68,Female,Suburban,93999,3,139,4127.17,18,0
C0564,60,Male,Urban,81430,8,336,6147.74,17,0
C0565,54,Female,Rural,63812,1,231,826.42,7,0
C0566,29,Male,Urban,78826,5,239,2022.95,18,1
C0567,20,Male,Urban,39349,3,253,1236.91,13,1
C0568,18,Male,Urban,67958,5,49,4224.61,24,1
C0569,50,Female,Suburban,96186,5,303,3448.0,13,0
C0570,57,Female,Rural,55639,2,72,624.46,11,0
C0571,27,Female,Urban,43047,7,263,1976.47,35,0
C0572,60,Male,Rural,46958,2,322,884.55,13,0
C0573,61,Male,Urban,38207,4,222,1538.02,13,0
C0574,46,Other,Rural,44304,5,77,1951.34,15,0
C0575,30,Male,Suburban,52589,4,62,1977.29,12,1
C0576,29,Male,Rural,31888,4,157,1237.55,9,1
C0577,48,Male,Urban,60312,5,294,3828.11,14,0
C0578,63,Female,Rural,78045,4,125,1889.44,19,0
C0579,19,Female,Suburban,41844,4,229,2123.92,10,0
C0580,68,Male,Urban,90385,5,340,5371.7,5,0
C0581,67,Male,Rural,70215,7,161,6102.82,36,0
C0582,52,Female,Urban,80611,6,29,5970.7,21,0
C0583,40,Female,Rural,46843,6,114,2727.93,24,0
C0584,34,Male,Urban,77090,8,79,4387.35,28,0
C0585,43,Female,Suburban,38161,5,23,1977.94,16,0
C0586,25,Male,Suburban,77804,2,106,2268.74,15,1
C0587,46,Male,Urban,63436,4,131,2762.07,5,0
C0588,43,Female,Urban,71065,6,357,2179.05,27,1
C0589,27,Male,Urban,36488,3,173,612.68,7,0
C0590,43,Female,Urban,42098,3,264,1885.4,12,0
C0591,51,Male,Urban,71944,5,342,2057.41,10,0
C0592,68,Male,Suburban,41033,5,285,1120.29,20,0
C0593,58,Other,Urban,69264,6,2,3545.03,19,0
C0594,24,Male,Urban,32657,2,233,959.67,5,0
C0595,21,Female,Suburban,76963,6,251,3780.46,27,0
C0596,67,Male,Urban,35349,4,321,1286.54,16,0
C0597,62,Male,Rural,71045,3,108,2417.12,10,1
C0598,28,Male,Rural,72512,4,276,1520.18,18,0
C0599,46,Female,Suburban,46064,2,180,1287.73,8,1
C0600,53,Male,Suburban,71640,6,213,4381.97,25,0
C0601,42,Female,Rural,65208,8,293,5043.5,29,1
C0602,38,Male,Urban,49223,5,72,3348.95,17,1
C0603,53,Other,Urban,39828,6,283,3472.39,17,0
C0604,27,Male,Urban,20747,5,175,957.92,21,0
C0605,54,Female,Suburban,66993,5,123,2252.44,25,0
C0606,26,Female,Urban,28703,6,227,2265.89,33,0
C0607,41,Female,Suburban,61906,4,301,2236.69,21,0
C0608,52,Female,Rural,54731,4,83,3142.75,16,0
C0609,66,Female,Rural,73582,5,253,5334.32,17,1
C0610,52,Female,Suburban,53959,5,146,1658.78,16,1
C0611,65,Male,Urban,53411,4,120,3111.84,7,0
C0612,53,Male,Rural,74637,4,65,2592.2,19,0
C0613,35,Female,Suburban,66701,7,281,5351.93,13,0
C0614,66,Female,Urban,66323,5,283,1773.31,13,0
C0615,56,Female,Urban,69385,4,106,3854.71,13,0
C0616,49,Female,Rural,29288,3,300,1003.05,20,0
C0617,41,Male,Suburban,75135,9,107,7732.89,38,1
C0618,40,Male,Rural,72249,6,36,6078.35,29,0
C0619,49,Female,Rural,39666,6,147,2399.83,9,0
C0620,54,Male,Suburban,55118,4,262,2007.43,16,0
C0621,29,Male,Suburban,59213,7,159,5662.48,36,0
C0622,66,Female,Urban,57310,6,265,4272.19,17,0
C0623,30,Male,Urban,66677,6,202,5796.8,25,0
C0624,40,Female,Urban,88627,2,155,2552.67,9,0
C0625,42,Male,Suburban,81635,6,13,4321.72,30,0
C0626,52,Female,Suburban,33755,4,297,1278.62,17,0
C0627,58,Male,Rural,72441,7,322,3833.5,22,0
C0628,47,Male,Urban,86578,8,85,8038.93,9,0
C0629,34,Male,Suburban,67736,6,280,3513.64,9,0
C0630,66,Male,Suburban,81819,3,245,3156.82,6,0
C0631,37,Male,Suburban,100245,4,300,2492.29,14,1
C0632,65,Male,Suburban,80474,5,362,2480.22,17,0
C0633,42,Female,Urban,64986,3,354,1373.39,18,1
C0634,39,Male,Suburban,80901,5,316,2363.49,16,0
C0635,30,Female,Urban,62897,8,9,5635.73,18,0
C0636,36,Female,Urban,60478,8,247,3132.05,33,0
C0637,66,Female,Urban,52971,5,312,1747.94,18,0
C0638,53,Male,Suburban,91268,5,278,2346.63,19,0
C0639,29,Female,Rural,43631,8,238,4475.11,25,0
C0640,58,Male,Suburban,90647,5,203,5947.79,12,0
C0641,36,Male,Suburban,69997,4,247,1853.58,15,0
C0642,29,Other,Suburban,32013,3,235,1190.43,9,0
C0643,26,Male,Suburban,67352,7,81,4401.33,15,0
C0644,24,Female,Urban,20000,4,356,591.68,9,0
C0645,45,Female,Urban,72510,4,13,3252.46,13,0
C0646,31,Female,Urban,77704,5,327,2636.05,17,0
C0647,48,Female,Urban,48152,3,16,1815.64,12,0
C0648,69,Male,Urban,62470,5,45,1710.48,18,0
C0649,36,Male,Urban,99083,4,321,5783.0,9,0
C0650,64,Female,Urban,49885,6,139,1711.68,20,0
C0651,33,Male,Rural,38821,5,326,2095.26,18,0
C0652,22,Male,Urban,89633,5,148,6284.14,23,0
C0653,52,Male,Urban,99251,2,355,1016.14,6,0
C0654,29,Male,Urban,60073,5,236,2999.19,11,0
C0655,42,Male,Suburban,80229,3,191,2045.86,10,1
C0656,69,Male,Urban,86829,3,101,2814.12,7,0
C0657,38,Female,Urban,45150,5,105,1637.72,10,0
C0658,53,Female,Suburban,50293,4,250,1136.42,10,0
C0659,40,Female,Urban,84617,3,94,2858.19,17,0
C0660,33,Male,Urban,93700,4,220,3436.35,18,0
C0661,56,Male,Urban,71257,2,298,1599.7,13,0
C0662,62,Male,Urban,42403,6,339,1807.74,31,0
C0663,59,Female,Urban,99741,7,133,5855.98,9,0
C0664,56,Female,Urban,49380,3,361,1572.77,10,0
C0665,31,Male,Rural,53297,5,155,2912.98,23,0
C0666,48,Female,Suburban,66846,4,28,2332.43,16,0
C0667,22,Male,Suburban,91083,6,282,4262.98,12,0
C0668,52,Female,Urban,77079,6,116,3578.16,30,0
C0669,40,Female,Rural,68297,2,305,921.6,10,0
C0670,46,Female,Urban,69265,2,234,1143.43,9,1
C0671,60,Female,Urban,60870,5,1,2128.75,19,0
C0672,28,Female,Suburban,71162,2,348,1613.69,14,0
C0673,35,Male,Urban,20000,7,240,1496.69,27,0
C0674,64,Female,Urban,54067,4,58,1908.76,15,0
C0675,29,Male,Suburban,64826,5,335,2676.76,10,0
C0676,26,Female,Rural,36979,7,183,1909.34,19,0
C0677,27,Female,Urban,67726,5,337,3506.37,7,0
C0678,61,Female,Suburban,55910,7,26,5553.16,25,0
C0679,34,Male,Rural,95109,1,77,1127.71,7,0
C0680,55,Female,Urban,91460,3,217,3414.43,10,0
C0681,24,Female,Urban,50683,4,328,2705.21,22,0
C0682,63,Female,Urban,56983,9,325,4367.58,40,0
C0683,30,Male,Urban,58521,4,262,1317.6,18,0
C0684,57,Male,Urban,50966,5,23,2860.62,28,0
C0685,59,Male,Rural,63900,6,244,2640.37,9,0
C0686,26,Male,Suburban,44834,6,158,2875.77,16,0
C0687,67,Female,Suburban,37387,3,206,1390.25,20,0
C0688,44,Male,Urban,72454,3,310,2790.14,18,0
C0689,19,Other,Rural,72590,5,87,2910.28,13,0
C0690,22,Male,Rural,43913,7,267,3112.13,11,0
C0691,46,Male,Rural,77907,6,134,5239.86,28,0
C0692,54,Female,Urban,47368,6,267,3750.07,31,0
C0693,55,Female,Suburban,65063,4,333,3282.79,11,0
C0694,36,Female,Urban,76406,7,268,7958.32,31,0
C0695,25,Female,Urban,59327,4,53,1205.73,18,1
C0696,65,Female,Urban,69094,8,99,5181.99,20,0
C0697,62,Male,Suburban,49671,5,247,1877.67,15,0
C0698,18,Other,Suburban,56070,5,36,1737.87,25,0
C0699,39,Other,Urban,55882,4,28,3155.13,9,0
C0700,69,Female,Urban,45068,5,220,3375.51,14,1
C0701,34,Male,Urban,56464,2,102,768.58,6,0
C0702,24,Female,Urban,29027,3,263,468.87,7,0
C0703,42,Male,Urban,50176,7,271,2722.24,22,0
C0704,62,Male,Urban,54302,5,224,3624.28,17,0
C0705,21,Male,Suburban,54876,6,139,2613.93,27,1
C0706,53,Male,Urban,55170,7,280,2150.7,13,1
C0707,23,Female,Urban,58764,2,286,649.33,9,0
C0708,48,Female,Urban,69588,7,250,4517.62,36,0
C0709,36,Female,Rural,77490,5,322,5547.61,24,0
C0710,61,Male,Suburban,47004,5,317,1847.07,22,0
C0711,56,Male,Suburban,35935,7,78,2332.22,24,0
C0712,44,Male,Urban,39159,6,297,1414.27,33,0
C0713,27,Other,Suburban,50255,5,338,2496.6,25,1
C0714,43,Male,Urban,52961,0,999,0.0,9,0
C0715,36,Female,Suburban,44600,7,351,2407.53,11,0
C0716,56,Female,Rural,34077,5,13,1357.48,18,0
C0717,20,Male,Suburban,50877,5,346,3413.78,7,1
C0718,62,Female,Rural,63628,6,82,1948.41,13,0
C0719,30,Female,Suburban,71900,8,9,6536.98,21,0
C0720,67,Female,Urban,48851,4,213,1746.69,22,0
C0721,45,Female,Rural,51740,6,48,2478.49,28,1
C0722,37,Male,Urban,41466,4,49,1920.03,12,1
C0723,45,Male,Suburban,59371,1,309,792.41,3,0
C0724,25,Female,Urban,43031,3,40,1366.31,5,0
C0725,58,Female,Urban,71462,4,363,1518.12,11,0
C0726,56,Male,Urban,24282,5,280,1167.24,29,0
C0727,18,Female,Urban,52807,4,226,2033.62,21,0
C0728,20,Female,Urban,66022,5,108,3445.68,9,0
C0729,30,Female,Suburban,63676,2,245,1491.24,6,0
C0730,45,Male,Urban,113860,2,255,1182.59,13,1
C0731,66,Female,Urban,66996,5,33,3356.54,23,0
C0732,42,Female,Suburban,39918,5,23,2172.15,5,0
C0733,50,Male,Urban,58090,5,333,2449.52,12,0
C0734,55,Male,Suburban,24475,6,54,1715.74,25,1
C0735,23,Other,Suburban,58388,4,309,1700.67,18,0
C0736,61,Male,Rural,43338,9,49,3188.1,17,0
C0737,62,Female,Suburban,78307,7,78,8018.08,21,0
C0738,49,Female,Urban,49009,2,336,831.26,4,0
C0739,62,Male,Suburban,57664,3,358,1464.38,21,0
C0740,64,Female,Urban,47288,4,122,2072.5,12,1
C0741,38,Male,Urban,94777,6,359,8364.88,8,1
C0742,33,Female,Suburban,53575,7,90,5561.92,32,1
C0743,38,Male,Urban,96651,4,346,4174.0,24,0
C0744,28,Female,Suburban,76283,5,193,1911.22,8,1
C0745,54,Male,Rural,69641,5,244,4877.16,25,1
C0746,53,Male,Rural,67374,3,149,2163.19,11,1
C0747,52,Other,Rural,67875,3,146,1763.39,8,0
C0748,36,Male,Urban,21446,7,316,1995.41,25,0
C0749,37,Female,Urban,54422,3,141,1469.12,10,0
C0750,35,Male,Suburban,76903,8,286,3285.57,31,1
C0751,64,Female,Urban,59022,8,339,6237.79,10,0
C0752,58,Male,Suburban,31896,5,111,1667.94,12,0
C0753,66,Other,Suburban,58951,5,108,2470.47,27,1
C0754,31,Male,Suburban,94082,3,281,2119.36,14,0
C0755,32,Male,Urban,84937,3,50,2787.12,12,0
C0756,48,Male,Urban,58759,6,14,2496.26,21,1
C0757,18,Male,Urban,79028,5,134,3255.36,11,1
C0758,20,Female,Urban,52669,4,76,2394.4,17,0
C0759,33,Male,Rural,25922,6,84,2148.74,19,1
C0760,40,Female,Urban,41510,3,343,1286.26,11,0
C0761,28,Male,Urban,91257,12,158,13788.27,54,0
C0762,29,Male,Urban,54520,1,286,688.62,8,0
C0763,27,Female,Suburban,55132,6,314,3851.59,24,0
C0764,49,Female,Suburban,54003,1,94,402.78,11,0
C0765,33,Male,Urban,98082,6,297,8043.44,6,0
C0766,25,Male,Urban,92519,1,94,866.23,10,1
C0767,55,Male,Urban,104375,4,57,2272.08,6,0
C0768,29,Female,Urban,56819,3,164,1269.24,5,1
C0769,41,Female,Suburban,65912,3,320,2502.44,8,0
C0770,45,Male,Suburban,29667,5,98,844.22,23,0
C0771,25,Female,Urban,89538,5,16,2898.19,8,1
C0772,45,Female,Urban,36644,5,344,2188.06,18,1
C0773,53,Female,Rural,64335,9,78,8063.37,45,0
C0774,43,Female,Urban,38053,3,346,1294.26,20,0
C0775,25,Male,Suburban,48222,3,72,1044.91,16,0
C0776,67,Male,Urban,43254,6,270,1436.24,26,0
C0777,45,Male,Urban,47842,6,287,3200.99,18,1
C0778,45,Male,Urban,49217,3,66,808.24,6,0
C0779,54,Female,Suburban,49034,7,68,3819.28,21,0
C0780,58,Female,Rural,76666,4,193,2225.09,19,0
C0781,53,Male,Urban,37902,1,55,532.39,8,0
C0782,44,Male,Urban,64410,7,168,4396.4,17,0
C0783,34,Male,Urban,84359,7,25,4274.95,9,0
C0784,26,Female,Urban,49736,2,131,1346.0,9,0
C0785,50,Male,Urban,45641,5,325,1720.75,12,0
C0786,37,Female,Urban,55389,6,102,2680.6,29,0
C0787,30,Male,Suburban,83594,9,282,10038.39,26,0
C0788,45,Male,Urban,63882,3,296,1550.02,18,1
C0789,65,Other,Urban,49375,4,294,1797.57,12,1
C0790,46,Other,Rural,69677,10,263,5906.28,37,0
C0791,30,Male,Urban,37954,4,120,935.79,17,0
C0792,63,Female,Rural,73627,4,231,1587.09,16,1
C0793,52,Female,Urban,68172,4,291,3339.18,19,0
C0794,23,Female,Rural,53843,7,161,4316.03,18,0
C0795,35,Male,Suburban,43228,8,161,2705.61,30,0
C0796,68,Female,Rural,42266,6,78,2017.61,13,0
C0797,22,Female,Rural,70696,6,38,6129.37,32,0
C0798,64,Female,Urban,84579,3,28,3774.77,11,0
C0799,42,Male,Rural,47253,5,100,2299.89,19,0
C0800,19,Male,Urban,69167,6,294,5405.2,32,0
C0801,27,Male,Urban,20000,2,124,494.67,5,1
C0802,47,Female,Urban,48307,8,92,3081.28,15,0
C0803,67,Male,Suburban,59378,5,255,1658.32,17,0
C0804,62,Female,Urban,41806,4,97,1074.51,19,1
C0805,22,Other,Suburban,41269,4,6,2209.2,13,0
C0806,50,Male,Suburban,46644,2,169,1148.57,11,0
C0807,18,Female,Suburban,65843,5,271,3833.16,15,1
C0808,35,Male,Rural,56253,5,108,1773.79,18,0
C0809,49,Female,Urban,20000,4,299,911.94,13,0
C0810,64,Male,Urban,20000,2,47,508.86,8,1
C0811,66,Female,Urban,47862,4,99,2604.84,16,0
C0812,28,Female,Urban,69153,4,14,1419.66,20,0
C0813,38,Female,Urban,20000,1,194,236.9,5,1
C0814,43,Female,Urban,50005,8,157,2076.6,37,1
C0815,42,Female,Urban,49475,4,154,2388.4,14,1
C0816,39,Female,Rural,87766,10,115,9966.89,47,0
C0817,44,Female,Suburban,52299,6,258,2034.48,27,0
C0818,66,Female,Urban,67659,3,145,2569.94,9,0
C0819,30,Male,Suburban,62825,6,291,2142.39,15,0
C0820,50,Female,Urban,20000,4,10,1061.12,8,0
C0821,51,Female,Urban,75364,3,214,1722.66,15,0
C0822,58,Female,Suburban,64307,2,233,1529.03,14,0
C0823,52,Male,Urban,70165,3,171,2996.79,10,0
C0824,18,Female,Urban,138524,5,21,5816.81,11,0
C0825,38,Male,Rural,20000,3,15,601.74,10,0
C0826,65,Female,Rural,94493,4,126,3640.32,24,1
C0827,23,Male,Suburban,54251,3,341,1070.28,14,0
C0828,45,Female,Suburban,65746,6,341,4301.02,21,0
C0829,34,Other,Suburban,59089,5,213,3672.39,14,1
C0830,22,Male,Urban,51515,5,188,3649.52,11,0
C0831,48,Other,Urban,48603,4,172,2626.12,15,0
C0832,22,Male,Urban,66590,4,247,2690.29,11,0
C0833,55,Female,Urban,29656,6,5,2169.07,12,1
C0834,20,Female,Suburban,75011,4,231,3902.92,20,0
C0835,40,Female,Urban,51676,6,201,3080.37,25,0
C0836,54,Female,Rural,37398,4,149,920.63,17,1
C0837,54,Female,Rural,50999,5,72,2391.68,16,1
C0838,27,Male,Suburban,85142,5,226,5715.06,27,0
C0839,27,Male,Suburban,49293,4,74,2162.27,17,1
C0840,36,Female,Rural,67169,5,307,4112.28,23,1
C0841,34,Female,Urban,45380,3,169,932.92,9,0
C0842,38,Female,Suburban,75158,4,249,4402.27,11,0
C0843,31,Female,Urban,73710,6,280,3998.39,28,0
C0844,26,Male,Suburban,96972,6,152,6712.22,24,0
C0845,63,Female,Urban,56488,1,224,293.1,7,1
C0846,18,Male,Rural,73373,3,225,1380.85,10,0
C0847,68,Female,Rural,61961,4,38,3177.45,6,1
C0848,62,Male,Urban,85917,6,44,7567.41,14,0
C0849,30,Male,Urban,45623,4,185,1496.54,20,0
C0850,21,Male,Rural,74900,3,241,1207.05,21,0
C0851,18,Male,Urban,56106,14,331,6761.97,17,0
C0852,66,Female,Rural,58716,5,351,1519.18,21,1
C0853,57,Male,Suburban,61835,4,210,1712.52,10,0
C0854,49,Male,Urban,65044,5,23,4073.29,12,0
C0855,51,Male,Urban,57675,5,124,4144.2,11,0
C0856,45,Male,Urban,64294,7,86,2643.86,28,1
C0857,48,Male,Suburban,91562,7,43,6780.45,19,1
C0858,25,Male,Urban,79708,7,40,4206.32,17,0
C0859,56,Female,Suburban,77383,2,303,989.05,9,0
C0860,43,Female,Urban,50889,5,169,1829.41,10,0
C0861,51,Female,Suburban,42215,3,175,1364.93,21,0
C0862,20,Male,Rural,79106,7,20,3129.39,35,0
C0863,67,Male,Rural,77520,2,109,1448.41,6,0
C0864,29,Female,Urban,89453,6,193,3409.38,10,0
C0865,18,Female,Rural,47920,4,244,1481.07,5,0
C0866,61,Male,Suburban,55409,8,324,3061.92,13,0
C0867,22,Male,Suburban,27210,5,280,1881.54,18,0
C0868,47,Male,Rural,52150,1,228,629.98,8,0
C0869,47,Male,Urban,79931,2,36,2187.65,11,0
C0870,34,Male,Urban,50670,3,45,1342.95,10,0
C0871,65,Female,Rural,72809,6,28,3553.43,8,0
C0872,64,Female,Urban,56189,8,154,3958.35,37,0
C0873,40,Female,Rural,66481,4,23,1378.94,19,1
C0874,32,Female,Rural,37046,3,207,1361.11,10,0
C0875,54,Female,Urban,61704,6,91,3146.06,16,1
C0876,38,Female,Rural,20000,6,359,975.99,28,0
C0877,31,Female,Urban,56262,8,38,4942.69,41,0
C0878,19,Male,Suburban,27390,6,228,1538.63,8,0
C0879,28,Male,Suburban,84119,6,202,7474.02,18,0
C0880,68,Male,Rural,75548,5,350,3234.41,15,0
C0881,56,Female,Urban,69333,4,309,3089.19,16,0
C0882,55,Female,Urban,90420,5,254,3669.47,8,0
C0883,51,Male,Suburban,41021,5,38,3057.28,20,1
C0884,55,Female,Suburban,94947,6,221,5384.13,29,0
C0885,67,Male,Suburban,78643,11,187,9811.04,24,0
C0886,51,Female,Urban,55268,8,43,2771.01,29,0
C0887,35,Male,Urban,82712,7,359,7139.01,16,0
C0888,47,Male,Urban,37874,7,114,2039.31,19,0
C0889,32,Female,Rural,43509,4,260,1650.93,20,0
C0890,44,Male,Urban,47828,8,5,5292.2,40,0
C0891,68,Male,Urban,49420,6,68,4360.48,13,0
C0892,51,Male,Rural,38868,2,228,718.73,5,0
C0893,69,Female,Urban,84461,4,123,4509.55,16,0
C0894,55,Female,Rural,54822,0,999,0.0,3,1
C0895,50,Male,Suburban,67050,6,336,5421.29,13,1
C0896,41,Female,Rural,48592,0,999,0.0,9,1
C0897,32,Female,Urban,23587,7,267,1632.44,23,0
C0898,47,Male,Urban,65401,9,157,8181.45,20,0
C0899,59,Male,Suburban,21754,7,162,2048.65,36,0
C0900,68,Male,Rural,58627,2,214,934.45,15,0
C0901,34,Male,Suburban,32633,4,26,1685.81,11,0
C0902,22,Female,Urban,99745,8,292,4783.7,8,1
C0903,46,Male,Suburban,78227,5,189,5173.79,24,0
C0904,21,Female,Suburban,62115,5,122,3650.67,16,0
C0905,27,Female,Suburban,85274,6,230,3007.78,8,0
C0906,34,Male,Suburban,43073,2,59,1019.18,9,0
C0907,27,Female,Rural,70869,4,96,3063.01,14,0
C0908,34,Male,Suburban,63996,7,262,4903.28,35,0
C0909,37,Other,Urban,65280,3,354,1548.83,8,0
C0910,41,Female,Urban,85447,6,312,3929.69,30,0
C0911,22,Female,Urban,74649,2,136,1884.94,17,0
C0912,51,Female,Urban,65774,8,350,3982.29,33,0
C0913,23,Male,Urban,26902,10,283,2545.63,45,1
C0914,19,Female,Urban,40799,5,120,2437.31,20,0
C0915,30,Female,Urban,57545,4,25,1334.16,18,0
C0916,60,Female,Urban,61867,4,342,2708.66,4,1
C0917,60,Female,Rural,37395,8,146,3258.98,17,0
C0918,65,Female,Rural,108233,9,12,11535.54,26,0
C0919,28,Male,Urban,90327,7,87,5500.46,15,0
C0920,68,Male,Rural,72042,7,109,4785.65,11,1
C0921,64,Female,Suburban,61440,3,345,1529.8,9,0
C0922,40,Male,Urban,55755,8,266,5834.95,24,0
C0923,33,Female,Urban,40961,7,222,1808.13,29,0
C0924,48,Female,Suburban,61549,2,74,1800.87,8,0
C0925,28,Male,Suburban,65155,5,333,3697.01,9,1
C0926,33,Male,Suburban,35164,7,310,3413.84,30,0
C0927,25,Female,Urban,66683,6,102,3705.83,27,0
C0928,21,Male,Urban,56894,1,137,473.52,4,0
C0929,57,Female,Urban,21843,3,191,917.88,3,0
C0930,21,Male,Urban,42792,4,142,1025.08,25,1
C0931,42,Female,Urban,51727,4,357,1276.84,9,1
C0932,20,Male,Urban,97753,3,73,2344.16,13,0
C0933,49,Female,Rural,71131,7,328,7268.47,14,1
C0934,20,Male,Rural,33290,9,167,3394.79,11,0
C0935,44,Female,Urban,69720,4,168,2939.94,22,1
C0936,46,Male,Rural,29053,3,54,1050.58,9,0
C0937,49,Female,Urban,81653,4,259,2996.58,5,0
C0938,67,Female,Urban,50577,4,111,2545.18,12,0
C0939,68,Male,Urban,58127,6,232,3115.25,26,0
C0940,36,Male,Suburban,86515,3,161,3442.51,4,0
C0941,38,Male,Rural,34256,10,352,2628.45,32,1
C0942,22,Female,Suburban,32057,5,327,1246.29,21,1
C0943,35,Female,Urban,48328,5,19,2470.49,22,0
C0944,45,Female,Suburban,80767,3,290,2255.24,16,0
C0945,59,Male,Urban,29613,2,50,679.98,8,1
C0946,39,Male,Rural,20000,7,175,1210.01,32,0
C0947,38,Female,Suburban,50976,5,302,1862.03,17,0
C0948,23,Female,Urban,71034,4,184,2755.58,10,0
C0949,18,Other,Suburban,84005,6,185,5347.54,11,0
C0950,22,Male,Suburban,50736,5,339,1630.15,20,0
C0951,58,Female,Urban,51771,4,307,2188.3,21,0
C0952,29,Male,Suburban,83078,7,310,4764.35,14,0
